timestamp,iter,lr,eta,time,data_time,memory,cls,reg,d0.cls,d0.reg,d1.cls,d1.reg,d2.cls,d2.reg,d3.cls,d3.reg,d4.cls,d4.reg,seg,seg_dice,cls_t0,reg_t0,d0.cls_t0,d0.reg_t0,d1.cls_t0,d1.reg_t0,d2.cls_t0,d2.reg_t0,d3.cls_t0,d3.reg_t0,d4.cls_t0,d4.reg_t0,seg_t0,seg_dice_t0,cls_t1,reg_t1,d0.cls_t1,d0.reg_t1,d1.cls_t1,d1.reg_t1,d2.cls_t1,d2.reg_t1,d3.cls_t1,d3.reg_t1,d4.cls_t1,d4.reg_t1,seg_t1,seg_dice_t1,cls_t2,reg_t2,d0.cls_t2,d0.reg_t2,d1.cls_t2,d1.reg_t2,d2.cls_t2,d2.reg_t2
"2026-04-17 19:56:37,099",48250,4.05e-05,7 days 0:17:47,4.547,0.116,30970.0,0.0764,0.205,0.1124,0.4942,0.0962,0.3101,0.0826,0.2489,0.0788,0.2244,0.0755,0.2132,0.0446,0.0783,0.1008,0.3532,0.4357,1.219,0.253,0.6441,0.1641,0.4812,0.1273,0.4055,0.1074,0.3686,0.0845,0.1385,0.0658,0.2145,0.1343,0.4933,0.104,0.3284,0.082,0.2611,0.0757,0.2317,0.0686,0.2154,0.0549,0.0938,0.0566,0.1768,0.0984,0.4064,0.0757,0.2664,0.0697,"0.2178,"
"2026-04-17 20:00:25,213",48300,4.049e-05,6 days 23:28:01,4.562,0.112,30970.0,0.0622,0.1759,0.1189,0.4451,0.0831,0.285,0.0734,0.2164,0.0661,0.1934,0.0633,0.1805,0.0414,0.0724,0.1052,0.3791,0.4698,1.2387,0.276,0.6434,0.1936,0.4737,0.1429,0.42,0.1157,0.3906,0.0794,0.1397,0.07,0.2697,0.1346,0.5612,0.098,0.3711,0.0882,0.3057,0.0796,0.28,0.0728,0.2657,0.0576,0.0969,0.0596,0.2174,0.1084,0.4645,0.082,0.3113,0.0702,0.253
"2026-04-17 20:04:12,258",48350,4.047e-05,6 days 22:40:21,4.54,0.114,30970.0,0.0678,0.2003,0.1206,0.5174,0.0911,0.3281,0.0809,0.2558,0.0742,0.2234,0.0695,0.2094,0.0441,0.0792,0.129,0.4472,0.5363,1.3913,0.3092,0.7489,0.2245,0.5646,0.1789,0.4838,0.1462,0.4541,0.0928,0.1617,0.0793,0.2901,0.1579,0.6117,0.1125,0.4203,0.0998,0.3422,0.0905,0.3075,0.0847,0.2916,0.0616,0.1095,0.0655,0.2176,0.1214,0.5002,0.0907,0.3343,0.0803,0.2726
"2026-04-17 20:08:00,203",48400,4.045e-05,6 days 21:57:53,4.559,0.107,30970.0,0.07,0.1964,0.125,0.4923,0.0894,0.3099,0.0834,0.2464,0.0752,0.2198,0.0701,0.203,0.0434,0.0729,0.1188,0.3885,0.4995,1.2374,0.2868,0.6588,0.2039,0.4876,0.1584,0.4274,0.1304,0.3978,0.0808,0.1421,0.0772,0.2573,0.1696,0.577,0.1193,0.3853,0.1006,0.304,0.0857,0.2723,0.0798,0.2556,0.057,0.0952,0.07,0.2187,0.1175,0.4774,0.088,0.3158,0.0797,0.2637
"2026-04-17 20:11:48,679",48450,4.043e-05,6 days 21:19:19,4.57,0.112,30970.0,0.079,0.2021,0.1301,0.5218,0.1039,0.3187,0.0951,0.2506,0.087,0.2209,0.0813,0.2073,0.0453,0.0757,0.1244,0.4044,0.5388,1.3199,0.3028,0.6708,0.2055,0.525,0.1585,0.4405,0.1352,0.417,0.0879,0.1452,0.0894,0.2909,0.1767,0.6111,0.1297,0.415,0.1169,0.3351,0.1032,0.3076,0.0936,0.292,0.0618,0.1017,0.0887,0.2391,0.1393,0.5173,0.1134,0.3653,0.1068,0.2964
"2026-04-17 20:15:35,503",48500,4.041e-05,6 days 20:40:51,4.536,0.112,30970.0,0.0776,0.2018,0.1279,0.5179,0.0961,0.3239,0.0875,0.2544,0.0798,0.2226,0.0771,0.2074,0.042,0.0793,0.1168,0.4476,0.498,1.3597,0.2924,0.7354,0.2084,0.5522,0.1533,0.4884,0.124,0.4635,0.085,0.1504,0.0866,0.284,0.169,0.6147,0.1246,0.4192,0.1111,0.3344,0.0948,0.3044,0.0904,0.2865,0.0579,0.1026,0.0777,0.2263,0.1261,0.5151,0.0994,0.342,0.0878,0.2758
"2026-04-17 20:19:23,728",48550,4.039e-05,6 days 20:07:04,4.565,0.114,30970.0,0.0551,0.174,0.1035,0.4453,0.0732,0.2814,0.064,0.213,0.0575,0.1904,0.0562,0.1791,0.0412,0.0767,0.1046,0.3814,0.5094,1.2836,0.2807,0.6633,0.193,0.4898,0.1325,0.423,0.1128,0.3945,0.0852,0.1513,0.0708,0.2447,0.1476,0.5444,0.1031,0.3572,0.0867,0.2931,0.0763,0.2625,0.0745,0.2468,0.0556,0.101,0.0617,0.2024,0.1092,0.437,0.0785,0.3024,0.0708,0.25
"2026-04-17 20:23:11,737",48600,4.038e-05,6 days 19:35:05,4.56,0.109,30970.0,0.0668,0.1971,0.1161,0.5159,0.0843,0.3167,0.0756,0.2423,0.0702,0.2136,0.0672,0.2036,0.0439,0.0806,0.1134,0.3697,0.4809,1.2834,0.274,0.6299,0.1967,0.4687,0.1479,0.4074,0.119,0.3864,0.0833,0.1491,0.0693,0.2546,0.1385,0.5458,0.1024,0.3753,0.0896,0.3049,0.0754,0.2722,0.0694,0.2557,0.0562,0.1045,0.0718,0.2057,0.1092,0.4541,0.0864,0.3041,0.0817,0.2476
"2026-04-17 20:26:59,809",48650,4.036e-05,6 days 19:05:07,4.561,0.111,31023.0,0.0649,0.1971,0.113,0.513,0.0902,0.3222,0.0809,0.2416,0.0717,0.214,0.0672,0.2007,0.0441,0.0827,0.1223,0.4465,0.5275,1.3846,0.3048,0.7431,0.2187,0.5657,0.1672,0.494,0.136,0.4603,0.0915,0.167,0.0735,0.2731,0.159,0.59,0.1202,0.41,0.1018,0.3247,0.0839,0.2924,0.0745,0.276,0.0592,0.1073,0.0646,0.2187,0.1204,0.4834,0.0918,0.3221,0.0841,0.2572
"2026-04-17 20:30:46,651",48700,4.034e-05,6 days 18:35:14,4.536,0.116,31023.0,0.0811,0.2354,0.1357,0.5581,0.1028,0.3535,0.0931,0.2859,0.0855,0.2606,0.0829,0.2441,0.045,0.0814,0.111,0.4142,0.475,1.2743,0.2728,0.6733,0.1963,0.5181,0.1517,0.4506,0.1224,0.4239,0.0866,0.1497,0.0744,0.2776,0.1566,0.578,0.1168,0.3973,0.1021,0.3232,0.0852,0.296,0.0785,0.2803,0.0588,0.1033,0.076,0.2405,0.1292,0.5217,0.0977,0.3512,0.0909,0.2917
"2026-04-17 20:34:33,972",48750,4.032e-05,6 days 18:07:41,4.546,0.113,31023.0,0.0658,0.1973,0.109,0.4761,0.0842,0.3065,0.074,0.2397,0.0696,0.215,0.0652,0.2013,0.0435,0.0722,0.1094,0.3946,0.5062,1.301,0.2769,0.6868,0.1891,0.5077,0.1488,0.4353,0.1219,0.4064,0.0882,0.1497,0.0834,0.2545,0.1649,0.5674,0.1284,0.3783,0.1039,0.3067,0.0928,0.2731,0.0823,0.2574,0.0594,0.0975,0.0751,0.1989,0.1314,0.468,0.0992,0.306,0.086,0.2432
"2026-04-17 20:38:20,816",48800,4.03e-05,6 days 17:41:01,4.537,0.111,31023.0,0.0713,0.2218,0.1128,0.5197,0.0877,0.3483,0.0781,0.2732,0.0742,0.2399,0.0725,0.2263,0.0443,0.0757,0.1321,0.4313,0.5276,1.3859,0.3079,0.7227,0.2211,0.5415,0.1662,0.4789,0.1395,0.4468,0.0954,0.1579,0.0935,0.2722,0.1747,0.6094,0.1312,0.415,0.1131,0.3253,0.0993,0.2903,0.0926,0.2745,0.0623,0.1051,0.0773,0.2276,0.1437,0.532,0.1075,0.3518,0.096,0.2771
"2026-04-17 20:42:08,022",48850,4.028e-05,6 days 17:16:11,4.544,0.109,31023.0,0.0614,0.2114,0.107,0.492,0.0818,0.3212,0.0732,0.2577,0.0667,0.2285,0.0627,0.2173,0.0422,0.0711,0.1065,0.4108,0.5072,1.3655,0.2724,0.7041,0.1894,0.5303,0.1404,0.4598,0.1117,0.4276,0.0889,0.1507,0.0746,0.2836,0.1517,0.5785,0.1174,0.4026,0.1019,0.333,0.0846,0.2997,0.0769,0.2845,0.0598,0.0998,0.0613,0.2156,0.1132,0.4856,0.0853,0.3284,0.08,0.2662
"2026-04-17 20:45:54,309",48900,4.027e-05,6 days 16:51:30,4.526,0.114,31023.0,0.055,0.194,0.0942,0.4553,0.0752,0.2958,0.0653,0.2355,0.0591,0.2096,0.0567,0.1971,0.0437,0.077,0.124,0.4318,0.5229,1.299,0.2811,0.7179,0.2034,0.5466,0.1628,0.4751,0.1346,0.4462,0.0897,0.1534,0.0753,0.2979,0.1619,0.5842,0.1193,0.4183,0.0947,0.344,0.0829,0.314,0.0772,0.299,0.0631,0.1039,0.0632,0.2223,0.1221,0.5075,0.0827,0.3274,0.0692,0.2664
"2026-04-17 20:51:08,370",48950,4.025e-05,6 days 18:07:04,6.281,1.895,31023.0,0.0719,0.2049,0.1167,0.4947,0.0853,0.3214,0.0802,0.2551,0.0734,0.2228,0.0722,0.2107,0.044,0.07,0.1155,0.369,0.4786,1.273,0.2823,0.6519,0.1862,0.4869,0.1493,0.4149,0.1251,0.3833,0.0878,0.1407,0.0749,0.2404,0.1548,0.5611,0.1159,0.3615,0.0975,0.2897,0.084,0.2567,0.0779,0.2416,0.0579,0.0906,0.0746,0.229,0.1328,0.5171,0.1077,0.3435,0.0917,0.2789
"2026-04-17 20:54:54,867",49000,4.023e-05,6 days 17:42:06,4.53,0.111,31023.0,0.0709,0.1866,0.113,0.4573,0.0909,0.2864,0.0803,0.2297,0.0754,0.2019,0.0731,0.1916,0.0443,0.0773,0.1256,0.3939,0.5088,1.2923,0.2728,0.7019,0.204,0.5128,0.1601,0.4377,0.1352,0.408,0.086,0.1521,0.0821,0.2617,0.1565,0.5578,0.1183,0.3794,0.1029,0.315,0.0898,0.2753,0.0846,0.2632,0.0586,0.1051,0.0769,0.207,0.1168,0.4808,0.0958,0.3218,0.0887,0.2517
"2026-04-17 20:58:41,241",49050,4.021e-05,6 days 17:18:12,4.528,0.103,31023.0,0.0836,0.184,0.1331,0.4564,0.1029,0.2894,0.0916,0.2278,0.0868,0.2022,0.0838,0.1889,0.0462,0.0797,0.106,0.4029,0.4604,1.2371,0.2604,0.664,0.1834,0.5054,0.1417,0.4457,0.1139,0.4132,0.0952,0.1579,0.088,0.2625,0.1614,0.5765,0.1218,0.3782,0.1054,0.3037,0.0926,0.2824,0.0862,0.2632,0.0618,0.1013,0.0783,0.2115,0.1258,0.4569,0.1057,0.3119,0.0899,0.2543
"2026-04-17 21:02:27,138",49100,4.019e-05,6 days 16:54:47,4.517,0.104,31023.0,0.0633,0.1788,0.1064,0.4216,0.081,0.2777,0.0733,0.2171,0.0683,0.1925,0.0643,0.1802,0.0421,0.0764,0.1096,0.3698,0.4716,1.2807,0.2614,0.6724,0.1887,0.4822,0.1549,0.4072,0.1219,0.3786,0.0826,0.1456,0.0791,0.2488,0.1442,0.5655,0.1085,0.3685,0.0935,0.2994,0.0825,0.2705,0.0796,0.2517,0.0566,0.0975,0.0703,0.2208,0.1304,0.464,0.0977,0.315,0.0857,0.2611
"2026-04-17 21:06:12,094",49150,4.017e-05,6 days 16:31:27,4.499,0.1,31023.0,0.0675,0.181,0.1277,0.4298,0.0892,0.2811,0.0821,0.2224,0.0716,0.1978,0.0695,0.1831,0.0442,0.0781,0.1253,0.3864,0.4847,1.2856,0.2915,0.6595,0.2038,0.4849,0.1585,0.4246,0.136,0.4018,0.0846,0.1507,0.0843,0.2605,0.1631,0.55,0.1253,0.381,0.1109,0.3018,0.0927,0.277,0.0878,0.2613,0.0575,0.0994,0.0695,0.24,0.129,0.466,0.0942,0.3291,0.0861,0.2735
"2026-04-17 21:09:58,368",49200,4.015e-05,6 days 16:10:26,4.526,0.104,31023.0,0.0528,0.1842,0.1071,0.4577,0.0753,0.2837,0.0652,0.2256,0.0586,0.2003,0.0537,0.1878,0.0426,0.0763,0.0939,0.3801,0.4822,1.2101,0.276,0.6353,0.1858,0.485,0.1322,0.4281,0.109,0.3903,0.0818,0.1456,0.0627,0.2504,0.1375,0.5315,0.0993,0.3543,0.0832,0.2879,0.0718,0.2632,0.0663,0.2487,0.0595,0.0998,0.0581,0.204,0.1059,0.4759,0.0792,0.3078,0.0701,0.245
"2026-04-17 21:13:44,854",49250,4.014e-05,6 days 15:50:25,4.53,0.102,31023.0,0.0829,0.1941,0.1305,0.4795,0.0995,0.3155,0.0915,0.2469,0.087,0.2137,0.0836,0.2,0.0437,0.0778,0.1254,0.4127,0.5029,1.283,0.2979,0.703,0.2118,0.5205,0.1617,0.4576,0.1362,0.432,0.0884,0.1497,0.0969,0.2785,0.1663,0.5971,0.1302,0.3972,0.1147,0.3322,0.1029,0.2969,0.0995,0.2828,0.0593,0.1022,0.0974,0.2362,0.1509,0.5285,0.1202,0.3595,0.1142,0.2914
"2026-04-17 21:17:30,122",49300,4.012e-05,6 days 15:30:01,4.505,0.108,31027.0,0.0807,0.2114,0.1254,0.5,0.0964,0.325,0.0885,0.2555,0.0823,0.2302,0.0798,0.2171,0.0445,0.0791,0.1051,0.3974,0.477,1.264,0.2682,0.6535,0.1849,0.4951,0.1432,0.4357,0.1125,0.4054,0.0879,0.1539,0.0823,0.3032,0.1545,0.6173,0.1148,0.4362,0.1009,0.3482,0.0868,0.3217,0.0812,0.3087,0.0601,0.0982,0.0862,0.2414,0.132,0.5204,0.1136,0.3517,0.1003,0.2812
"2026-04-17 21:21:15,280",49350,4.01e-05,6 days 15:10:18,4.503,0.106,31027.0,0.0582,0.1756,0.1114,0.4524,0.0768,0.278,0.0708,0.2194,0.0597,0.1956,0.0587,0.1811,0.0449,0.0843,0.1036,0.3912,0.5291,1.3289,0.2701,0.6947,0.1924,0.5012,0.142,0.4305,0.1135,0.4052,0.0871,0.1508,0.0588,0.2528,0.1449,0.5943,0.1011,0.3884,0.0838,0.3047,0.0719,0.2692,0.0622,0.2549,0.0583,0.1059,0.0593,0.2097,0.1093,0.4782,0.077,0.3197,0.0682,0.2588
"2026-04-17 21:25:02,281",49400,4.008e-05,6 days 14:53:00,4.541,0.107,31027.0,0.0752,0.1895,0.1197,0.4615,0.0968,0.2981,0.0864,0.23,0.0788,0.2078,0.076,0.1951,0.0434,0.0731,0.1047,0.3978,0.5024,1.3036,0.2698,0.6818,0.1953,0.5097,0.1424,0.4431,0.1121,0.4157,0.0858,0.1412,0.0685,0.2538,0.1477,0.5517,0.1135,0.371,0.0932,0.2984,0.0772,0.265,0.0705,0.2565,0.0569,0.0886,0.0698,0.219,0.1109,0.4657,0.0901,0.3205,0.0792,0.2557
"2026-04-17 21:28:47,384",49450,4.006e-05,6 days 14:34:35,4.501,0.107,31027.0,0.0641,0.1987,0.115,0.4749,0.0859,0.3071,0.0768,0.2412,0.0684,0.2189,0.0657,0.2054,0.0435,0.0768,0.0918,0.404,0.49,1.2537,0.2683,0.6692,0.1768,0.5195,0.1239,0.4462,0.1033,0.4173,0.0847,0.1428,0.0669,0.27,0.1413,0.5551,0.1039,0.3806,0.0841,0.3159,0.0719,0.2861,0.0669,0.2673,0.0544,0.0962,0.0635,0.2256,0.1153,0.461,0.0843,0.3242,0.076,0.2664
"2026-04-17 21:32:31,783",49500,4.004e-05,6 days 14:16:14,4.489,0.107,31027.0,0.0537,0.1739,0.0944,0.418,0.0705,0.2684,0.065,0.2148,0.0597,0.1916,0.0556,0.1794,0.044,0.0751,0.1017,0.3598,0.4732,1.2148,0.2529,0.6329,0.178,0.4548,0.1335,0.3934,0.1079,0.3694,0.0797,0.1366,0.0806,0.2534,0.1514,0.5067,0.1097,0.3614,0.0978,0.288,0.0873,0.2686,0.0809,0.2571,0.0561,0.0973,0.071,0.2232,0.1208,0.4499,0.0934,0.3313,0.083,0.2696
"2026-04-17 21:36:16,370",49550,4.002e-05,6 days 13:58:39,4.492,0.107,31027.0,0.0549,0.2064,0.1026,0.4807,0.077,0.3223,0.0685,0.252,0.0607,0.2304,0.0571,0.2114,0.0448,0.0802,0.1102,0.393,0.4841,1.35,0.284,0.6941,0.2038,0.4917,0.1471,0.4336,0.1204,0.4044,0.0868,0.1485,0.072,0.2804,0.1563,0.602,0.1103,0.4043,0.0997,0.3333,0.08,0.3018,0.0741,0.2816,0.0609,0.1047,0.0603,0.224,0.1143,0.5304,0.0861,0.3486,0.0745,0.2799
"2026-04-17 21:40:01,993",49600,4e-05,6 days 13:42:28,4.512,0.109,31027.0,0.0514,0.1648,0.0897,0.4427,0.0711,0.2729,0.0621,0.2094,0.0566,0.1827,0.0517,0.1684,0.0421,0.072,0.1133,0.405,0.4845,1.3051,0.277,0.6932,0.2042,0.512,0.1547,0.4574,0.128,0.4143,0.092,0.1589,0.0736,0.2653,0.1497,0.5887,0.113,0.3848,0.0893,0.3136,0.0799,0.2808,0.0757,0.2701,0.059,0.1016,0.0598,0.1974,0.102,0.4503,0.0839,0.2983,0.0726,0.2391
"2026-04-17 21:43:46,904",49650,3.999e-05,6 days 13:26:15,4.498,0.111,31027.0,0.0531,0.162,0.0969,0.3936,0.0683,0.2488,0.0592,0.1979,0.0572,0.1754,0.0538,0.1654,0.0409,0.0704,0.103,0.3202,0.4219,1.1439,0.228,0.5773,0.161,0.4219,0.1256,0.3677,0.1053,0.3337,0.0796,0.1292,0.0576,0.2142,0.1207,0.4612,0.0832,0.3178,0.0723,0.2554,0.0626,0.2325,0.0577,0.2165,0.0553,0.0889,0.0594,0.1745,0.0998,0.394,0.0805,0.2724,0.0708,0.2125
"2026-04-17 21:47:29,452",49700,3.997e-05,6 days 13:08:40,4.451,0.11,31027.0,0.0589,0.1909,0.1169,0.4437,0.0877,0.2811,0.0722,0.2301,0.063,0.2072,0.0601,0.1975,0.0424,0.0738,0.0877,0.3763,0.4284,1.1724,0.239,0.6201,0.162,0.4823,0.1208,0.4163,0.0987,0.3893,0.0886,0.1532,0.0631,0.2477,0.1136,0.5149,0.089,0.3428,0.078,0.2837,0.0662,0.2608,0.0632,0.2476,0.0576,0.1002,0.0527,0.187,0.1028,0.423,0.0701,0.2731,0.0635,0.2213
"2026-04-17 21:51:13,013",49750,3.995e-05,6 days 12:52:26,4.472,0.113,31027.0,0.0669,0.1965,0.1169,0.5067,0.0868,0.3223,0.0789,0.2531,0.0704,0.2176,0.0682,0.2017,0.0426,0.0754,0.1069,0.4378,0.5073,1.3265,0.2888,0.7275,0.2091,0.5482,0.1538,0.4701,0.1149,0.4496,0.0894,0.1566,0.068,0.2632,0.1392,0.5696,0.1082,0.3841,0.093,0.3085,0.0839,0.2803,0.0702,0.264,0.0586,0.0997,0.0732,0.2366,0.1228,0.5212,0.0986,0.3505,0.087,0.2858
"2026-04-17 21:54:56,332",49800,3.993e-05,6 days 12:36:28,4.466,0.112,31027.0,0.0639,0.1944,0.1148,0.5187,0.0868,0.3259,0.0766,0.2422,0.0695,0.2177,0.0663,0.2032,0.044,0.0798,0.1435,0.4448,0.5327,1.37,0.3213,0.7329,0.2331,0.5667,0.1741,0.5006,0.1548,0.4616,0.0871,0.1574,0.0835,0.2635,0.1744,0.5739,0.1248,0.3905,0.1046,0.317,0.0912,0.2857,0.0841,0.2691,0.0582,0.1048,0.07,0.2125,0.1318,0.5191,0.093,0.3343,0.0865,0.266
"2026-04-17 21:58:39,599",49850,3.991e-05,6 days 12:20:55,4.465,0.112,31027.0,0.062,0.1833,0.1151,0.5012,0.0833,0.2987,0.0735,0.2314,0.0676,0.2035,0.0645,0.1881,0.0452,0.0769,0.0834,0.3566,0.4787,1.2354,0.2579,0.6169,0.1642,0.4585,0.1236,0.395,0.0936,0.3693,0.0811,0.1418,0.0687,0.2473,0.1139,0.5025,0.0923,0.3535,0.08,0.289,0.075,0.261,0.0696,0.247,0.0581,0.0991,0.0644,0.2017,0.1082,0.4769,0.0821,0.3141,0.0777,0.2438
"2026-04-17 22:02:24,040",49900,3.989e-05,6 days 12:06:40,4.489,0.11,31027.0,0.0558,0.1887,0.1053,0.5241,0.0798,0.3157,0.0662,0.2449,0.0597,0.2111,0.0572,0.197,0.0435,0.0727,0.1032,0.3788,0.5042,1.3149,0.271,0.6617,0.1878,0.4888,0.131,0.426,0.1121,0.3883,0.0785,0.1464,0.0798,0.2723,0.1524,0.5677,0.1109,0.3891,0.097,0.3171,0.0882,0.287,0.0805,0.2743,0.0568,0.0969,0.059,0.211,0.1014,0.4561,0.0792,0.308,0.0705,0.2572
"2026-04-17 22:06:08,658",49950,3.987e-05,6 days 11:52:56,4.492,0.109,31027.0,0.0721,0.1943,0.1244,0.4781,0.0983,0.3052,0.0854,0.2425,0.076,0.2128,0.0726,0.1997,0.0421,0.0701,0.106,0.3929,0.5331,1.3426,0.2934,0.6861,0.2005,0.4954,0.1514,0.4261,0.1221,0.3999,0.0859,0.1441,0.0738,0.2334,0.1567,0.5484,0.101,0.3503,0.0895,0.2822,0.0788,0.2511,0.0754,0.2361,0.0577,0.0983,0.0709,0.2101,0.1116,0.4869,0.0888,0.3158,0.0805,0.2507
"2026-04-17 22:09:59,328",50000,3.985e-05,6 days 11:43:46,4.613,0.122,31027.0,0.0536,0.2007,0.0968,0.4888,0.0731,0.3201,0.0683,0.2508,0.0568,0.2182,0.0531,0.2033,0.043,0.0741,0.0858,0.3792,0.4579,1.2441,0.2525,0.6558,0.161,0.4747,0.117,0.4131,0.0935,0.3936,0.0852,0.1454,0.056,0.2593,0.1283,0.5572,0.0832,0.3706,0.0727,0.3003,0.0615,0.274,0.0547,0.2621,0.0552,0.096,0.0511,0.2028,0.0922,0.4631,0.071,0.3081,0.0627,0.2451
"2026-04-17 22:13:54,413",50050,3.984e-05,6 days 11:37:49,4.701,0.115,31027.0,0.0628,0.175,0.1057,0.4453,0.0859,0.2687,0.0725,0.213,0.0674,0.1881,0.066,0.1778,0.0423,0.0697,0.1054,0.3466,0.4664,1.2295,0.2458,0.6272,0.1807,0.4505,0.146,0.386,0.1136,0.3577,0.0819,0.1388,0.0645,0.2371,0.1377,0.5439,0.1071,0.3446,0.0809,0.2855,0.0683,0.2489,0.0653,0.2358,0.0574,0.0949,0.0661,0.2009,0.1147,0.4703,0.0887,0.3029,0.0761,0.238
"2026-04-17 22:17:41,724",50100,3.982e-05,6 days 11:26:43,4.546,0.115,31027.0,0.0598,0.2063,0.0941,0.4887,0.0737,0.3153,0.0675,0.2527,0.0634,0.2264,0.0609,0.2124,0.0441,0.0777,0.0948,0.3778,0.4758,1.2683,0.2607,0.647,0.1781,0.4847,0.1303,0.4219,0.108,0.3901,0.0852,0.1499,0.0638,0.2706,0.1272,0.5966,0.1007,0.3924,0.0861,0.3175,0.074,0.2923,0.068,0.2724,0.0614,0.1036,0.0558,0.22,0.1059,0.4869,0.0838,0.3219,0.0701,0.2608
"2026-04-17 22:21:26,583",50150,3.98e-05,6 days 11:14:15,4.498,0.116,31027.0,0.0695,0.1719,0.112,0.4231,0.0876,0.2757,0.079,0.2138,0.0732,0.1907,0.0683,0.1778,0.0416,0.08,0.1087,0.3845,0.4918,1.2579,0.2731,0.662,0.184,0.4911,0.1451,0.4217,0.1151,0.3952,0.0842,0.15,0.087,0.2662,0.1508,0.5703,0.1241,0.3806,0.0989,0.308,0.0929,0.28,0.0902,0.267,0.0562,0.1045,0.0744,0.2059,0.1297,0.5056,0.1031,0.3257,0.0855,0.2539
"2026-04-17 22:25:12,446",50200,3.978e-05,6 days 11:02:42,4.517,0.117,31027.0,0.0617,0.1699,0.1157,0.4336,0.0805,0.2659,0.0725,0.2104,0.0646,0.1884,0.0627,0.1739,0.0404,0.0702,0.0997,0.3535,0.4464,1.2402,0.2488,0.6135,0.1693,0.4431,0.1319,0.3856,0.1079,0.3676,0.0857,0.1494,0.0715,0.2574,0.1361,0.516,0.0948,0.3594,0.0871,0.2932,0.077,0.2685,0.075,0.2564,0.0581,0.0977,0.0635,0.2331,0.1087,0.4643,0.0777,0.325,0.0709,0.2689
"2026-04-17 22:28:57,658",50250,3.976e-05,6 days 10:51:00,4.504,0.115,31027.0,0.0517,0.1885,0.0875,0.4528,0.0648,0.2846,0.058,0.2235,0.0521,0.2035,0.0508,0.1913,0.0417,0.0728,0.0901,0.3318,0.4216,1.1744,0.2411,0.5918,0.1709,0.4367,0.1282,0.3728,0.0945,0.3457,0.0783,0.1397,0.0643,0.231,0.1232,0.4771,0.0859,0.3297,0.0739,0.2631,0.0642,0.2451,0.0604,0.2335,0.0527,0.0962,0.0538,0.1742,0.0965,0.4128,0.0646,0.2643,0.0605,0.2112
"2026-04-17 22:32:41,990",50300,3.974e-05,6 days 10:38:59,4.486,0.116,31027.0,0.0604,0.187,0.0971,0.4527,0.0768,0.2762,0.0698,0.2252,0.0651,0.2031,0.0622,0.1893,0.0426,0.0724,0.1119,0.3824,0.4864,1.326,0.2763,0.6665,0.1887,0.5021,0.1452,0.4341,0.1108,0.406,0.0844,0.1475,0.0834,0.2608,0.1426,0.5647,0.1105,0.386,0.1054,0.3058,0.0931,0.2804,0.0848,0.2609,0.0602,0.0996,0.0717,0.2277,0.1236,0.5302,0.0932,0.3482,0.0813,0.2736
"2026-04-17 22:36:25,425",50350,3.972e-05,6 days 10:26:41,4.469,0.115,31027.0,0.0589,0.1839,0.1041,0.4696,0.0823,0.2835,0.0716,0.2236,0.0649,0.2002,0.0608,0.1905,0.0423,0.0727,0.1318,0.4457,0.5297,1.3235,0.3019,0.7278,0.2174,0.5509,0.1766,0.484,0.1414,0.4574,0.0884,0.1562,0.085,0.2626,0.1703,0.6005,0.1187,0.3831,0.1042,0.3065,0.095,0.2792,0.0863,0.2643,0.0583,0.1022,0.0758,0.2177,0.126,0.4856,0.0983,0.3179,0.0872,0.262
"2026-04-17 22:40:09,460",50400,3.97e-05,6 days 10:15:02,4.481,0.115,31027.0,0.0671,0.1864,0.108,0.4532,0.0839,0.2926,0.0756,0.2223,0.0698,0.2044,0.0678,0.192,0.0434,0.0728,0.0876,0.3538,0.4144,1.1381,0.2355,0.5942,0.1625,0.4405,0.1195,0.381,0.0947,0.3648,0.0833,0.1409,0.0689,0.2426,0.1157,0.5435,0.091,0.3523,0.0788,0.2882,0.073,0.2606,0.0683,0.2423,0.0545,0.0897,0.0564,0.1932,0.0998,0.4925,0.0778,0.3131,0.0698,0.2452
"2026-04-17 22:43:52,812",50450,3.969e-05,6 days 10:03:11,4.467,0.118,31027.0,0.0742,0.1947,0.121,0.5209,0.1042,0.3172,0.0892,0.2443,0.0794,0.2127,0.076,0.2011,0.0444,0.083,0.1036,0.3966,0.4961,1.2868,0.2693,0.6664,0.1871,0.5051,0.1327,0.4478,0.111,0.41,0.0869,0.1491,0.085,0.2449,0.1585,0.5838,0.1173,0.3827,0.1036,0.3019,0.091,0.265,0.084,0.246,0.0584,0.1066,0.0719,0.1883,0.1202,0.4556,0.0996,0.298,0.0883,0.2322
"2026-04-17 22:47:37,215",50500,3.967e-05,6 days 9:52:14,4.488,0.118,31027.0,0.0683,0.206,0.122,0.5017,0.089,0.309,0.0791,0.2451,0.0727,0.2223,0.0692,0.2109,0.0431,0.0754,0.1074,0.3801,0.4915,1.2583,0.2899,0.6313,0.1991,0.4834,0.1454,0.4226,0.119,0.3893,0.0824,0.1466,0.0698,0.2379,0.1329,0.5226,0.0995,0.3466,0.0881,0.281,0.0741,0.2583,0.0695,0.2417,0.0538,0.0952,0.0733,0.2624,0.1094,0.5043,0.0896,0.3512,0.0826,"0.2997,"
