timestamp,iter,lr,eta,time,data_time,memory,cls,reg,d0.cls,d0.reg,d1.cls,d1.reg,d2.cls,d2.reg,d3.cls,d3.reg,d4.cls,d4.reg,seg,seg_dice,cls_t0,reg_t0,d0.cls_t0,d0.reg_t0,d1.cls_t0,d1.reg_t0,d2.cls_t0,d2.reg_t0,d3.cls_t0,d3.reg_t0,d4.cls_t0,d4.reg_t0,seg_t0,seg_dice_t0,cls_t1,reg_t1,d0.cls_t1,d0.reg_t1,d1.cls_t1,d1.reg_t1,d2.cls_t1,d2.reg_t1,d3.cls_t1,d3.reg_t1,d4.cls_t1,d4.reg_t1,seg_t1,seg_dice_t1,cls_t2,reg_t2,d0.cls_t2,d0.reg_t2,d1.cls_t2,d1.reg_t2,d2.cls_t2,d2.reg_t2
"2026-04-18 06:08:28,222",58150,3.663e-05,5 days 14:29:55,4.346,0.112,31019.0,0.0724,0.1976,0.1143,0.4489,0.0895,0.3083,0.082,0.2455,0.074,0.2158,0.0725,0.2059,0.0438,0.0763,0.0986,0.3548,0.4351,1.1814,0.2617,0.6192,0.1837,0.4614,0.139,0.3956,0.1121,0.3617,0.0823,0.1575,0.0729,0.2487,0.1342,0.5276,0.1065,0.3703,0.09,0.2976,0.0807,0.2661,0.0737,0.2536,0.0551,0.0938,0.0633,0.1933,0.112,0.4773,0.0827,0.3082,0.0724,0.24
"2026-04-18 06:12:05,738",58200,3.661e-05,5 days 14:25:12,4.35,0.114,31019.0,0.0593,0.1911,0.0978,0.4401,0.0806,0.2906,0.0698,0.2325,0.0612,0.2124,0.0606,0.1984,0.0424,0.0728,0.0775,0.3074,0.3705,1.0871,0.2109,0.5505,0.148,0.4012,0.104,0.3485,0.084,0.3194,0.0788,0.1428,0.0522,0.2059,0.0874,0.4673,0.0699,0.3184,0.0611,0.2517,0.0536,0.228,0.0511,0.2127,0.0529,0.091,0.0473,0.194,0.0856,0.4171,0.0662,0.2887,0.0568,0.2334
"2026-04-18 06:15:41,623",58250,3.659e-05,5 days 14:20:00,4.318,0.115,31019.0,0.0553,0.1944,0.0941,0.4496,0.0695,0.2997,0.0652,0.2413,0.0604,0.2168,0.0552,0.2015,0.0435,0.0792,0.0955,0.3889,0.4435,1.2332,0.2631,0.6634,0.1753,0.4961,0.1336,0.4326,0.1042,0.4065,0.0892,0.1527,0.0635,0.2651,0.1211,0.5303,0.0979,0.379,0.0832,0.3177,0.0706,0.2906,0.0658,0.2733,0.0639,0.1126,0.0475,0.2372,0.0884,0.4659,0.0732,0.329,0.0565,0.2794
"2026-04-18 06:19:19,543",58300,3.657e-05,5 days 14:15:27,4.358,0.112,31019.0,0.0622,0.2012,0.109,0.4777,0.0836,0.307,0.0789,0.254,0.0706,0.2287,0.065,0.2093,0.0448,0.0817,0.1121,0.3798,0.4563,1.2185,0.2626,0.6543,0.1784,0.5002,0.145,0.4173,0.1251,0.3929,0.0873,0.1504,0.0635,0.2376,0.1385,0.5322,0.1013,0.3453,0.0815,0.2832,0.0717,0.2559,0.0654,0.2455,0.0601,0.099,0.0597,0.2078,0.1195,0.459,0.0867,0.3093,0.0732,0.248
"2026-04-18 06:22:55,998",58350,3.655e-05,5 days 14:10:28,4.329,0.112,31019.0,0.0616,0.1922,0.1108,0.5045,0.0884,0.3136,0.0746,0.2494,0.0647,0.2177,0.0637,0.2035,0.0436,0.0792,0.0949,0.337,0.4085,1.1502,0.2402,0.598,0.1758,0.4406,0.1347,0.3776,0.1055,0.3519,0.079,0.1406,0.0598,0.2061,0.1236,0.4719,0.0927,0.3048,0.0789,0.2554,0.0647,0.2305,0.0613,0.215,0.0545,0.097,0.059,0.1914,0.1041,0.4365,0.0777,0.299,0.0729,0.2456
"2026-04-18 06:26:31,202",58400,3.653e-05,5 days 14:05:07,4.303,0.115,31019.0,0.07,0.2313,0.1247,0.5195,0.0964,0.3471,0.0825,0.2728,0.0764,0.2435,0.0712,0.2342,0.0453,0.0809,0.1095,0.4102,0.4919,1.3667,0.2892,0.7139,0.2022,0.5416,0.1532,0.4553,0.1222,0.4256,0.087,0.1526,0.0716,0.2543,0.1475,0.5751,0.1167,0.3748,0.0973,0.31,0.0805,0.2793,0.0753,0.2598,0.0581,0.0992,0.069,0.2385,0.113,0.519,0.0905,0.359,0.0746,0.2909
"2026-04-18 06:30:07,506",58450,3.651e-05,5 days 14:00:09,4.327,0.114,31019.0,0.0683,0.1734,0.0985,0.4277,0.0765,0.2747,0.0745,0.2183,0.0705,0.1932,0.0689,0.1819,0.0429,0.0691,0.097,0.3724,0.47,1.2506,0.2922,0.6627,0.2009,0.4898,0.1374,0.4213,0.1127,0.3874,0.0828,0.1463,0.0752,0.2303,0.14,0.4976,0.1023,0.3415,0.0895,0.2837,0.0826,0.2496,0.0796,0.2368,0.058,0.0976,0.0613,0.2172,0.0989,0.4387,0.0808,0.3167,0.0725,0.2595
"2026-04-18 06:33:43,438",58500,3.649e-05,5 days 13:55:04,4.318,0.114,31019.0,0.0679,0.2147,0.1147,0.5037,0.085,0.3285,0.0757,0.2708,0.0711,0.2382,0.0697,0.2228,0.0451,0.0789,0.1035,0.3722,0.4542,1.259,0.2672,0.6507,0.1821,0.4898,0.1394,0.4159,0.1087,0.3903,0.0828,0.1419,0.0606,0.2433,0.1156,0.5428,0.0879,0.371,0.0744,0.3017,0.0673,0.2645,0.0626,0.2504,0.0581,0.0956,0.0612,0.1985,0.1003,0.4568,0.0781,0.3009,0.0681,0.2473
"2026-04-18 06:37:18,346",58550,3.647e-05,5 days 13:49:43,4.298,0.112,31019.0,0.0696,0.2126,0.1255,0.5037,0.0987,0.3314,0.0883,0.2651,0.077,0.2369,0.0702,0.2222,0.0473,0.0778,0.1024,0.3815,0.4398,1.252,0.2612,0.6528,0.1847,0.4942,0.1374,0.4155,0.1159,0.3899,0.0843,0.1424,0.0654,0.2615,0.1412,0.5353,0.1018,0.3791,0.0847,0.3097,0.0755,0.2824,0.0668,0.2707,0.0585,0.0967,0.0711,0.2225,0.1266,0.4664,0.0944,0.3213,0.0837,0.2627
"2026-04-18 06:40:53,158",58600,3.645e-05,5 days 13:44:23,4.297,0.109,31019.0,0.0902,0.2178,0.1406,0.5146,0.1114,0.337,0.099,0.2713,0.0933,0.2422,0.0905,0.2248,0.0436,0.0754,0.1081,0.3772,0.4345,1.2739,0.2604,0.661,0.1847,0.4942,0.1345,0.4226,0.1179,0.39,0.0865,0.1511,0.0889,0.2811,0.1544,0.5976,0.1179,0.4121,0.1078,0.3354,0.0993,0.3021,0.0941,0.2869,0.0583,0.0968,0.0821,0.197,0.1229,0.4516,0.1032,0.3126,0.098,0.2435
"2026-04-18 06:44:27,624",58650,3.643e-05,5 days 13:38:57,4.289,0.114,31019.0,0.0641,0.178,0.1037,0.4518,0.0838,0.29,0.0752,0.233,0.0681,0.1971,0.0645,0.1861,0.0455,0.0737,0.1013,0.3786,0.4644,1.2351,0.2714,0.6605,0.1764,0.4998,0.132,0.4321,0.1078,0.3995,0.0941,0.1527,0.071,0.2722,0.1448,0.5853,0.1137,0.3981,0.0928,0.3314,0.0805,0.2945,0.0713,0.2832,0.063,0.1019,0.061,0.2231,0.108,0.4938,0.0791,0.3349,0.0711,0.2671
"2026-04-18 06:48:03,081",58700,3.64e-05,5 days 13:33:51,4.31,0.11,31019.0,0.0707,0.1881,0.1135,0.4497,0.0861,0.2922,0.0775,0.238,0.0766,0.2092,0.0731,0.1962,0.0413,0.0825,0.0997,0.361,0.4326,1.14,0.2426,0.6159,0.169,0.4615,0.1257,0.4078,0.1078,0.3733,0.0832,0.1436,0.0707,0.2115,0.1273,0.4653,0.0946,0.3157,0.0899,0.2604,0.0787,0.2332,0.0735,0.217,0.0571,0.0984,0.0535,0.1799,0.0969,0.4269,0.0795,0.28,0.0715,0.2361
"2026-04-18 06:51:38,046",58750,3.638e-05,5 days 13:28:38,4.299,0.107,31019.0,0.0642,0.196,0.1108,0.472,0.0824,0.3165,0.077,0.2457,0.0686,0.2205,0.0644,0.2071,0.0445,0.0771,0.1292,0.4039,0.4889,1.2572,0.2891,0.7036,0.2143,0.5238,0.165,0.4602,0.138,0.4241,0.0898,0.1468,0.0822,0.2627,0.1602,0.5835,0.125,0.4003,0.111,0.3204,0.0926,0.2853,0.0837,0.2729,0.0607,0.1003,0.0698,0.2136,0.1152,0.4671,0.0986,0.3199,0.084,0.2656
"2026-04-18 06:55:12,417",58800,3.636e-05,5 days 13:23:16,4.287,0.11,31019.0,0.0593,0.238,0.0939,0.4601,0.0685,0.3142,0.0629,0.2742,0.0602,0.2451,0.0603,0.2446,0.0429,0.078,0.1017,0.344,0.4545,1.152,0.2488,0.6219,0.1797,0.4553,0.1319,0.394,0.1111,0.3605,0.0812,0.1401,0.065,0.2413,0.1265,0.5269,0.0938,0.357,0.0815,0.2894,0.0758,0.2568,0.0716,0.2467,0.0538,0.0908,0.057,0.1927,0.1041,0.4486,0.0798,0.2891,0.0678,0.2342
"2026-04-18 06:58:48,159",58850,3.634e-05,5 days 13:18:19,4.315,0.116,31019.0,0.0692,0.2232,0.1114,0.5241,0.0908,0.3364,0.0778,0.2735,0.0723,0.2428,0.0702,0.2309,0.045,0.0746,0.1019,0.3732,0.4403,1.2227,0.2628,0.6504,0.1868,0.4937,0.1342,0.434,0.1072,0.3956,0.0826,0.1519,0.0787,0.2653,0.1419,0.5602,0.1069,0.3796,0.0994,0.3239,0.0886,0.2924,0.0851,0.2752,0.059,0.0997,0.064,0.2045,0.1147,0.4809,0.092,0.318,0.0773,0.2611
"2026-04-18 07:02:22,345",58900,3.632e-05,5 days 13:12:56,4.283,0.113,31019.0,0.0759,0.2065,0.1072,0.4628,0.0905,0.3086,0.0839,0.2532,0.0766,0.226,0.0765,0.2119,0.0434,0.0683,0.0856,0.3635,0.4497,1.2127,0.2592,0.6336,0.1733,0.4749,0.1251,0.4092,0.0951,0.3814,0.0901,0.1467,0.0597,0.2399,0.1243,0.5349,0.0931,0.3622,0.0771,0.2941,0.0636,0.2663,0.0603,0.248,0.0568,0.0979,0.065,0.1984,0.1058,0.4622,0.0872,0.3142,0.0759,0.2483
"2026-04-18 07:05:56,907",58950,3.63e-05,5 days 13:07:43,4.292,0.112,31019.0,0.0706,0.1998,0.1176,0.4832,0.0961,0.3221,0.0853,0.2466,0.0732,0.2182,0.0695,0.2042,0.0447,0.0806,0.0913,0.3356,0.4323,1.1423,0.2467,0.5999,0.1625,0.4367,0.1199,0.3786,0.1013,0.3532,0.082,0.1514,0.0692,0.2482,0.1321,0.5135,0.1028,0.3552,0.0838,0.2953,0.0727,0.2694,0.0703,0.2539,0.0579,0.1035,0.061,0.1936,0.1028,0.4138,0.0804,0.2913,0.0721,0.2363
"2026-04-18 07:09:31,865",59000,3.628e-05,5 days 13:02:36,4.299,0.111,31019.0,0.0713,0.2201,0.0983,0.4725,0.083,0.3212,0.0779,0.2659,0.0741,0.246,0.0713,0.2273,0.0448,0.0784,0.0925,0.3765,0.4183,1.1752,0.2423,0.6444,0.1676,0.4926,0.1231,0.4279,0.1011,0.3982,0.0822,0.1499,0.055,0.2332,0.1139,0.5141,0.0878,0.3461,0.0681,0.2876,0.0569,0.2537,0.0561,0.2385,0.0583,0.1049,0.0633,0.2291,0.1027,0.485,0.077,0.3288,0.0725,0.2726
"2026-04-18 07:30:48,270",57700,3.682e-05,30 days 9:49:13,8.113,1.478,30687.0,0.0653,0.1409,0.117,0.3787,0.0808,0.2274,0.0675,0.1826,0.0603,0.1562,0.0643,0.1432,0.0392,0.0701,0.1063,0.2828,0.3427,1.0308,0.2016,0.567,0.1636,0.3914,0.1453,0.3298,0.1125,0.297,0.0845,0.1336,0.0607,0.1849,0.1251,0.4479,0.0886,0.3,0.0745,0.236,0.0635,0.2051,0.0607,0.1961,0.0505,0.0874,0.0625,0.1656,0.1075,0.4048,0.0892,0.2423,0.0708,0.1966
"2026-04-18 07:34:24,263",57750,3.68e-05,11 days 19:38:59,4.32,0.12,30756.0,0.0329,0.1623,0.0815,0.4403,0.052,0.2779,0.0443,0.212,0.038,0.1829,0.0334,0.1722,0.043,0.0821,0.1114,0.3842,0.4627,1.3,0.278,0.6958,0.2129,0.5136,0.1495,0.4259,0.1158,0.4007,0.0837,0.1493,0.0634,0.25,0.1411,0.5475,0.1047,0.366,0.09,0.3059,0.0744,0.2711,0.0677,0.2575,0.059,0.1083,0.0512,0.1993,0.1054,0.4346,0.0761,0.3072,0.0667,0.247
"2026-04-18 07:38:01,694",57800,3.678e-05,9 days 3:08:24,4.348,0.119,30756.0,0.0485,0.1629,0.0817,0.4317,0.0667,0.2879,0.0571,0.2209,0.0514,0.1921,0.048,0.172,0.0419,0.0728,0.083,0.3493,0.4695,1.2499,0.2737,0.6448,0.1847,0.4676,0.1259,0.4045,0.0959,0.3645,0.0869,0.1405,0.0516,0.2148,0.1216,0.5013,0.0835,0.3328,0.0711,0.2676,0.0577,0.2413,0.0522,0.2219,0.0551,0.0968,0.0506,0.1847,0.0838,0.4549,0.0631,0.2967,0.0573,"0.2329,"
"2026-04-18 07:41:37,991",57850,3.676e-05,8 days 1:01:25,4.326,0.113,30829.0,0.0391,0.1712,0.0796,0.401,0.0534,0.2642,0.0456,0.2118,0.0424,0.1908,0.0403,0.18,0.0433,0.0766,0.0868,0.3302,0.4627,1.173,0.2674,0.6401,0.1801,0.4602,0.1283,0.3817,0.1017,0.3481,0.0841,0.1474,0.0538,0.2106,0.1178,0.4735,0.0912,0.3171,0.0726,0.2621,0.0617,0.2319,0.0558,0.2175,0.0593,0.1023,0.0474,0.1695,0.1004,0.4067,0.0752,0.2663,0.0599,"0.2147,"
"2026-04-18 07:45:10,704",57900,3.674e-05,7 days 10:24:09,4.254,0.115,30829.0,0.0425,0.1329,0.0723,0.3463,0.0572,0.2202,0.0511,0.1709,0.0457,0.1479,0.0427,0.1377,0.0381,0.0713,0.0744,0.2992,0.3962,1.0834,0.225,0.5497,0.1507,0.4073,0.1071,0.3355,0.0828,0.3093,0.0778,0.1358,0.0533,0.1858,0.1039,0.4245,0.0774,0.2852,0.0677,0.2294,0.0569,0.2016,0.0537,0.1919,0.0503,0.0898,0.0424,0.1491,0.0777,0.3462,0.0569,0.2409,0.0508,0.1951
"2026-04-18 07:48:44,860",57950,3.672e-05,7 days 1:24:21,4.283,0.116,30874.0,0.0569,0.1825,0.1003,0.47,0.0732,0.3034,0.0642,0.2335,0.0592,0.2087,0.0572,0.1901,0.042,0.071,0.0973,0.3329,0.4289,1.2476,0.2488,0.6366,0.1801,0.454,0.1363,0.3773,0.1109,0.3464,0.0863,0.1394,0.0618,0.2528,0.1466,0.602,0.1094,0.405,0.0952,0.3126,0.074,0.276,0.0621,0.2622,0.0562,0.0901,0.0554,0.1775,0.0943,0.4403,0.0736,0.2837,0.0679,"0.2300,"
"2026-04-18 07:52:17,039",58000,3.669e-05,6 days 19:02:10,4.243,0.107,30874.0,0.0399,0.1701,0.0745,0.4468,0.0549,0.2879,0.0459,0.2235,0.0425,0.1912,0.0404,0.1775,0.0416,0.0783,0.0648,0.3208,0.3921,1.2051,0.2203,0.6047,0.142,0.4359,0.1016,0.3674,0.0718,0.3357,0.0814,0.1489,0.0428,0.2262,0.1068,0.5089,0.0713,0.3433,0.0548,0.2762,0.046,0.2465,0.0417,0.2341,0.0555,0.0998,0.0394,0.205,0.0792,0.514,0.0614,0.3245,0.0528,0.2614
"2026-04-18 07:55:49,462",58050,3.667e-05,6 days 14:24:27,4.249,0.111,30874.0,0.055,0.1537,0.0956,0.3953,0.073,0.2483,0.0665,0.1952,0.0596,0.1714,0.0554,0.1619,0.0405,0.0709,0.0689,0.3259,0.3968,1.179,0.2271,0.5896,0.1416,0.4411,0.1015,0.3752,0.0757,0.3414,0.0878,0.1457,0.0522,0.2003,0.0987,0.5025,0.0727,0.3183,0.0639,0.2545,0.0522,0.2219,0.0494,0.209,0.0535,0.0885,0.057,0.196,0.0974,0.4677,0.077,0.306,0.0679,0.2459
"2026-04-18 07:59:22,355",58100,3.665e-05,6 days 10:54:37,4.258,0.115,30874.0,0.0461,0.1795,0.0893,0.4552,0.0711,0.2919,0.0649,0.2324,0.0546,0.2041,0.048,0.1865,0.0418,0.078,0.075,0.3286,0.4701,1.2238,0.2637,0.6141,0.1609,0.4414,0.1137,0.3786,0.0861,0.345,0.0814,0.1438,0.0507,0.2187,0.1203,0.5603,0.0851,0.3576,0.0668,0.2825,0.0575,0.2462,0.0549,0.2267,0.0529,0.0996,0.044,0.1798,0.0892,0.4287,0.068,0.287,0.0523,0.2232
"2026-04-18 08:02:54,219",58150,3.663e-05,6 days 8:04:48,4.237,0.114,30874.0,0.0369,0.1404,0.079,0.37,0.0577,0.2365,0.0433,0.1805,0.0403,0.1565,0.0382,0.1474,0.0385,0.0632,0.0789,0.3545,0.4311,1.2271,0.2371,0.6286,0.1596,0.4678,0.1128,0.4061,0.0851,0.3733,0.0831,0.133,0.0466,0.2008,0.1047,0.4939,0.0783,0.3244,0.0606,0.2509,0.0512,0.2217,0.0498,0.2069,0.0538,0.0839,0.0454,0.1652,0.0806,0.3957,0.0671,0.2632,0.057,"0.2092,"
"2026-04-18 08:06:24,960",58200,3.661e-05,6 days 5:43:10,4.215,0.113,30874.0,0.0586,0.1493,0.1042,0.414,0.0794,0.2545,0.0693,0.1954,0.0622,0.1688,0.0604,0.1549,0.0408,0.0683,0.0942,0.3698,0.4736,1.2981,0.283,0.6611,0.1894,0.4976,0.1362,0.4239,0.1038,0.3917,0.0917,0.1513,0.0653,0.2297,0.1322,0.5651,0.0935,0.3618,0.0773,0.2907,0.0712,0.2519,0.067,0.239,0.0592,0.0938,0.0707,0.18,0.1202,0.451,0.099,0.2919,0.0863,"0.2331,"
"2026-04-18 08:09:59,521",58250,3.659e-05,6 days 3:58:15,4.291,0.106,30874.0,0.0517,0.1785,0.0965,0.4903,0.0687,0.3118,0.0579,0.2395,0.0571,0.202,0.054,0.1867,0.0421,0.071,0.0895,0.3779,0.4842,1.2845,0.289,0.6657,0.188,0.5017,0.1384,0.4229,0.106,0.3922,0.0865,0.1456,0.0621,0.2336,0.1445,0.5269,0.1031,0.3649,0.0831,0.2933,0.0719,0.2614,0.0645,0.2455,0.058,0.0923,0.0483,0.2194,0.0962,0.4849,0.072,0.321,0.0594,"0.2648,"
"2026-04-18 08:13:33,969",58300,3.657e-05,6 days 2:29:26,4.289,0.11,30874.0,0.0416,0.1454,0.0821,0.3952,0.065,0.242,0.0525,0.1912,0.0468,0.1642,0.0437,0.1537,0.0404,0.073,0.0853,0.3092,0.3908,1.1117,0.2434,0.5572,0.1664,0.4108,0.123,0.3522,0.0958,0.3229,0.0825,0.1431,0.05,0.2059,0.099,0.4692,0.0758,0.3145,0.0635,0.2528,0.0541,0.2307,0.0518,0.2132,0.0535,0.0881,0.0504,0.1853,0.0859,0.4402,0.0722,0.2884,0.0582,"0.2330,"
"2026-04-18 08:17:06,618",58350,3.655e-05,6 days 1:08:28,4.253,0.111,30874.0,0.0443,0.151,0.0743,0.4247,0.0566,0.2611,0.0487,0.2006,0.0443,0.1723,0.044,0.1603,0.0437,0.071,0.0781,0.3569,0.4372,1.236,0.2529,0.628,0.1669,0.4639,0.1187,0.3844,0.0864,0.3761,0.086,0.146,0.0449,0.2007,0.1035,0.4753,0.0775,0.3156,0.0638,0.2494,0.0513,0.2222,0.0465,0.2096,0.0557,0.0911,0.049,0.1778,0.0832,0.4364,0.0624,0.283,0.0597,"0.2223,"
"2026-04-18 08:20:37,711",58400,3.653e-05,5 days 23:54:16,4.221,0.099,30874.0,0.0418,0.1505,0.0786,0.4025,0.0591,0.2517,0.0524,0.1908,0.0464,0.166,0.0426,0.1584,0.0386,0.069,0.0673,0.3201,0.4002,1.1199,0.2135,0.5796,0.1414,0.4082,0.1059,0.3541,0.0757,0.3373,0.0793,0.1424,0.0445,0.2135,0.1024,0.4701,0.0762,0.3113,0.0617,0.2545,0.0497,0.2314,0.0434,0.2213,0.0532,0.0994,0.0327,0.1745,0.0768,0.39,0.0512,0.2615,0.0435,0.216
"2026-04-18 08:24:08,196",58450,3.651e-05,5 days 22:47:54,4.21,0.11,30874.0,0.0599,0.1761,0.1078,0.4703,0.0832,0.2866,0.0729,0.2238,0.0623,0.1969,0.0607,0.1848,0.0396,0.0667,0.082,0.3435,0.4211,1.1913,0.2535,0.5909,0.1696,0.4432,0.1148,0.3861,0.0944,0.355,0.0827,0.1398,0.0564,0.2339,0.1041,0.4945,0.0856,0.3376,0.0712,0.2821,0.0626,0.2511,0.0584,0.2414,0.0539,0.0899,0.0514,0.2089,0.0928,0.4242,0.0669,0.2979,0.0592,0.2464
"2026-04-18 08:27:37,861",58500,3.649e-05,5 days 21:47:27,4.194,0.106,30874.0,0.0454,0.1619,0.0882,0.4521,0.0647,0.2877,0.0545,0.2237,0.0487,0.1874,0.0471,0.1706,0.0441,0.0752,0.1022,0.3951,0.4578,1.2904,0.2726,0.6714,0.1888,0.4982,0.1384,0.4368,0.1142,0.411,0.0917,0.1564,0.056,0.2271,0.1239,0.5427,0.0919,0.3688,0.0755,0.2972,0.0649,0.2536,0.0567,0.2353,0.059,0.0974,0.0521,0.2036,0.1013,0.4726,0.0807,0.3279,0.0659,0.2608
"2026-04-18 08:31:11,678",58550,3.647e-05,5 days 21:02:14,4.276,0.109,30874.0,0.0689,0.165,0.1303,0.5012,0.0938,0.2948,0.08,0.2215,0.0709,0.1873,0.0688,0.1733,0.0408,0.0718,0.0827,0.343,0.4291,1.175,0.2519,0.6024,0.1649,0.4518,0.1191,0.3927,0.0925,0.3529,0.0844,0.1446,0.0655,0.2285,0.1207,0.4827,0.0973,0.331,0.0799,0.2739,0.0699,0.2525,0.0674,0.2362,0.057,0.0946,0.0675,0.1798,0.1084,0.4334,0.083,0.2817,0.0772,0.2341
"2026-04-18 08:34:43,782",58600,3.645e-05,5 days 20:18:10,4.242,0.101,30901.0,0.0477,0.1854,0.0941,0.4963,0.0669,0.3138,0.0587,0.2405,0.0513,0.2046,0.0485,0.1937,0.0406,0.074,0.0939,0.3519,0.4604,1.2774,0.2758,0.6472,0.1955,0.4762,0.1401,0.4045,0.111,0.3689,0.0805,0.1461,0.058,0.2367,0.1314,0.5662,0.1035,0.3873,0.0804,0.3068,0.0656,0.2636,0.0607,0.2459,0.0561,0.098,0.0538,0.2115,0.1004,0.5044,0.0787,0.3405,0.0662,0.2648
"2026-04-18 08:38:14,173",58650,3.643e-05,5 days 19:34:59,4.207,0.105,30901.0,0.0666,0.1724,0.1112,0.4603,0.0841,0.284,0.0791,0.2205,0.07,0.195,0.0657,0.181,0.0413,0.0712,0.0699,0.3255,0.3917,1.151,0.2222,0.5685,0.1641,0.4139,0.1109,0.3692,0.0821,0.3438,0.0791,0.1344,0.0598,0.2116,0.0948,0.488,0.0762,0.3279,0.0692,0.2638,0.0618,0.2341,0.0603,0.2189,0.0541,0.0953,0.0512,0.1705,0.0877,0.4171,0.0682,0.2794,0.0632,0.213
"2026-04-18 08:41:46,310",58700,3.64e-05,5 days 18:58:56,4.243,0.103,30901.0,0.0732,0.1806,0.121,0.4472,0.0973,0.2753,0.0836,0.2254,0.0787,0.2016,0.0737,0.1892,0.0411,0.0727,0.0857,0.3345,0.3866,1.176,0.2328,0.6058,0.1567,0.4397,0.1095,0.3818,0.0888,0.348,0.0783,0.1373,0.0659,0.2068,0.1101,0.4776,0.0834,0.3165,0.0747,0.2548,0.0698,0.2239,0.0636,0.2128,0.0541,0.0972,0.0692,0.1734,0.097,0.4101,0.0847,0.2738,0.0756,0.2188
"2026-04-18 08:45:16,701",58750,3.638e-05,5 days 18:22:58,4.208,0.11,30901.0,0.0609,0.1569,0.1147,0.4287,0.0907,0.2686,0.0792,0.2123,0.0695,0.179,0.0618,0.1661,0.0396,0.0702,0.0929,0.3208,0.4254,1.0822,0.253,0.5677,0.1668,0.4229,0.1223,0.3583,0.0992,0.3312,0.0795,0.1339,0.0492,0.1809,0.099,0.4634,0.0711,0.2907,0.0603,0.2322,0.052,0.1994,0.0502,0.1894,0.0513,0.0816,0.0566,0.1562,0.0913,0.3731,0.071,0.2442,0.0619,0.1961
"2026-04-18 08:48:48,513",58800,3.636e-05,5 days 17:52:11,4.236,0.11,30901.0,0.0613,0.1759,0.0926,0.444,0.0762,0.2855,0.0679,0.2299,0.0635,0.1975,0.0607,0.1812,0.0408,0.073,0.0914,0.3884,0.4621,1.2872,0.2643,0.6727,0.1804,0.4908,0.1308,0.4302,0.1049,0.4062,0.0851,0.1508,0.0635,0.2357,0.1205,0.5582,0.0889,0.3664,0.0791,0.2957,0.0719,0.2571,0.0664,0.2405,0.0584,0.1011,0.0536,0.1947,0.1021,0.4628,0.0802,0.3129,0.0691,0.248
"2026-04-18 08:52:20,114",58850,3.634e-05,5 days 17:23:22,4.232,0.109,30901.0,0.0466,0.1853,0.1028,0.4991,0.0716,0.3047,0.0574,0.2348,0.0502,0.2019,0.0479,0.1928,0.0422,0.0756,0.097,0.3846,0.4449,1.237,0.2712,0.6612,0.1806,0.499,0.1322,0.4246,0.103,0.4011,0.083,0.1445,0.0628,0.2427,0.1285,0.5237,0.0973,0.3481,0.0771,0.2929,0.069,0.2653,0.0636,0.2486,0.057,0.097,0.0416,0.1923,0.0937,0.4359,0.0657,0.2923,0.0527,0.2393
"2026-04-18 08:55:51,796",58900,3.632e-05,5 days 16:56:45,4.233,0.106,30901.0,0.0341,0.1607,0.0819,0.4295,0.0519,0.273,0.0435,0.2147,0.0358,0.184,0.0332,0.1667,0.0425,0.069,0.0644,0.334,0.4207,1.1961,0.2332,0.6016,0.1478,0.4456,0.0981,0.3758,0.0755,0.3509,0.0785,0.1346,0.043,0.2193,0.0984,0.4928,0.0767,0.3325,0.0635,0.2719,0.0497,0.2442,0.0443,0.228,0.0544,0.088,0.0436,0.1887,0.091,0.4552,0.0642,0.2921,0.0537,0.2414
"2026-04-18 08:59:23,043",58950,3.63e-05,5 days 16:31:23,4.225,0.11,30901.0,0.0502,0.2064,0.0925,0.4967,0.0756,0.3238,0.0586,0.2575,0.0513,0.2285,0.0501,0.2133,0.042,0.0733,0.0874,0.346,0.4944,1.2944,0.2785,0.663,0.1693,0.4787,0.1206,0.3993,0.0985,0.3607,0.0835,0.1444,0.0707,0.2742,0.123,0.55,0.1068,0.3774,0.0911,0.3214,0.0765,0.2998,0.0739,0.28,0.0588,0.0997,0.0519,0.2214,0.1035,0.4902,0.0756,0.3356,0.0663,0.2749
"2026-04-18 09:02:54,808",59000,3.628e-05,5 days 16:08:24,4.236,0.105,30901.0,0.0431,0.1584,0.0889,0.4124,0.06,0.2617,0.054,0.202,0.0485,0.1776,0.0442,0.1649,0.0416,0.0811,0.0993,0.3642,0.4462,1.2608,0.2536,0.6563,0.1715,0.4876,0.1407,0.4111,0.1077,0.3797,0.0831,0.1526,0.0521,0.2235,0.1269,0.5424,0.0897,0.3469,0.0734,0.2791,0.0616,0.2459,0.0527,0.2318,0.0552,0.0999,0.0504,0.1966,0.0922,0.4484,0.0735,0.3087,0.0667,0.2435
"2026-04-18 09:06:27,605",59050,3.626e-05,5 days 15:48:11,4.256,0.1,30901.0,0.0453,0.1474,0.0726,0.4026,0.0532,0.2456,0.0516,0.1859,0.0485,0.1641,0.0466,0.1532,0.0391,0.0715,0.071,0.3268,0.4055,1.1449,0.2079,0.5912,0.1328,0.4383,0.0886,0.3749,0.073,0.3413,0.0781,0.1406,0.0499,0.1986,0.1067,0.4897,0.0775,0.3178,0.0614,0.2521,0.0534,0.2208,0.0512,0.207,0.0503,0.09,0.0423,0.1805,0.086,0.4101,0.0619,0.2717,0.049,0.2229
