timestamp,iter,lr,eta,time,data_time,memory,cls,reg,d0.cls,d0.reg,d1.cls,d1.reg,d2.cls,d2.reg,d3.cls,d3.reg,d4.cls,d4.reg,seg,seg_dice,cls_t0,reg_t0,d0.cls_t0,d0.reg_t0,d1.cls_t0,d1.reg_t0,d2.cls_t0,d2.reg_t0,d3.cls_t0,d3.reg_t0,d4.cls_t0,d4.reg_t0,seg_t0,seg_dice_t0,cls_t1,reg_t1,d0.cls_t1,d0.reg_t1,d1.cls_t1,d1.reg_t1,d2.cls_t1,d2.reg_t1,d3.cls_t1,d3.reg_t1,d4.cls_t1,d4.reg_t1,seg_t1,seg_dice_t1,cls_t2,reg_t2,d0.cls_t2,d0.reg_t2,d1.cls_t2,d1.reg_t2,d2.cls_t2,d2.reg_t2
"2026-04-13 14:20:04,262",8700,4.967e-05,8 days 5:52:46,4.255,0.11,30960.0,0.2355,0.5463,0.3113,1.0309,0.2689,0.7743,0.2586,0.662,0.2464,0.6049,0.2352,0.5631,0.0502,0.0889,0.3134,0.7609,0.9532,2.1975,0.5794,1.2568,0.4605,0.9837,0.3761,0.8529,0.3309,0.791,0.0887,0.1616,0.2508,0.5785,0.4028,1.1318,0.3136,0.849,0.2884,0.7137,0.2573,0.6499,0.2494,0.6056,0.063,0.1064,0.2467,0.5059,0.3473,0.9828,0.2939,0.7157,0.2742,"0.6177,"
"2026-04-13 14:25:02,390",8750,4.967e-05,8 days 6:45:10,5.963,1.675,30960.0,0.1905,0.4449,0.2544,0.9098,0.218,0.6555,0.2017,0.5524,0.1976,0.5076,0.1908,0.4719,0.0513,0.0871,0.2623,0.6573,0.8178,1.9171,0.4939,1.1068,0.3874,0.8558,0.3061,0.7593,0.2696,0.6991,0.081,0.1437,0.1967,0.4832,0.3158,0.9599,0.2343,0.7034,0.2141,0.5997,0.2011,0.5328,0.1947,0.5103,0.0595,0.1029,0.1771,0.484,0.2787,0.9047,0.2237,0.6825,0.2054,"0.5775,"
"2026-04-13 14:28:39,431",8800,4.966e-05,8 days 6:35:34,4.341,0.107,30960.0,0.2279,0.53,0.3242,1.0938,0.2711,0.7905,0.2507,0.6592,0.2355,0.5985,0.2263,0.5614,0.0526,0.092,0.3062,0.7316,0.8943,2.1059,0.5371,1.191,0.4296,0.9363,0.3593,0.829,0.3131,0.767,0.0882,0.1581,0.2273,0.5871,0.3712,1.0957,0.3044,0.8,0.2629,0.6943,0.2465,0.635,0.2309,0.6039,0.0626,0.1096,0.2031,0.4956,0.3162,1.0327,0.264,0.7223,0.2382,"0.6040,"
"2026-04-13 14:32:16,529",8850,4.966e-05,8 days 6:26:09,4.342,0.105,30960.0,0.2209,0.5244,0.3026,1.0645,0.2545,0.778,0.2451,0.6495,0.2307,0.591,0.2215,0.5506,0.0509,0.0938,0.2792,0.7038,0.8572,2.087,0.5401,1.1808,0.4246,0.9288,0.3419,0.8085,0.2954,0.7448,0.0866,0.1568,0.2282,0.5267,0.3603,1.0846,0.2953,0.7731,0.2759,0.6423,0.2466,0.585,0.2307,0.5533,0.0645,0.1166,0.2157,0.539,0.3251,1.0441,0.2678,0.7467,0.2483,"0.6446,"
"2026-04-13 14:35:54,439",8900,4.965e-05,8 days 6:17:28,4.358,0.121,31005.0,0.2231,0.5555,0.334,1.0717,0.2779,0.7871,0.2556,0.6648,0.2301,0.6174,0.222,0.5781,0.0525,0.1013,0.3345,0.8126,0.9502,2.1982,0.5976,1.2719,0.4805,1.0087,0.394,0.9004,0.347,0.8461,0.0916,0.1715,0.2611,0.6482,0.439,1.3005,0.3516,0.9119,0.3202,0.7795,0.2819,0.7124,0.2651,0.6729,0.0668,0.1227,0.2345,0.6002,0.3614,1.2223,0.2977,0.8717,0.2681,"0.7359,"
"2026-04-13 14:39:30,377",8950,4.965e-05,8 days 6:07:32,4.319,0.114,31005.0,0.2538,0.5955,0.3456,1.0914,0.289,0.8007,0.2694,0.6999,0.2621,0.6386,0.2581,0.6148,0.052,0.0909,0.364,0.8464,0.9657,2.3061,0.6492,1.3028,0.5164,1.0549,0.4317,0.9384,0.3802,0.8824,0.0975,0.1724,0.2785,0.6634,0.4307,1.2813,0.3469,0.9335,0.3136,0.802,0.2937,0.7278,0.2822,0.6834,0.0684,0.1175,0.2801,0.6592,0.369,1.1755,0.3103,0.8756,0.3021,"0.7656,"
"2026-04-13 14:43:07,967",9000,4.965e-05,8 days 5:58:57,4.352,0.108,31005.0,0.2343,0.5833,0.3149,1.1277,0.2715,0.8171,0.2519,0.6958,0.2422,0.6399,0.2327,0.6131,0.0501,0.0917,0.2831,0.7264,0.8602,2.0435,0.544,1.1693,0.4323,0.9276,0.3452,0.8122,0.2999,0.7571,0.0854,0.1675,0.2314,0.5959,0.3538,1.1789,0.2981,0.8466,0.2697,0.7114,0.2465,0.6561,0.2347,0.6195,0.064,0.1191,0.2208,0.5712,0.3275,1.0455,0.2753,0.7861,0.2536,"0.6726,"
"2026-04-13 14:46:45,735",9050,4.964e-05,8 days 5:50:36,4.355,0.113,31005.0,0.2133,0.4937,0.2854,0.9888,0.2486,0.7289,0.2312,0.6072,0.2194,0.5463,0.2158,0.5176,0.0505,0.0964,0.3033,0.7305,0.9105,2.103,0.5866,1.2106,0.4527,0.9425,0.3713,0.8144,0.3252,0.7608,0.0888,0.1614,0.2302,0.5764,0.3953,1.1838,0.3169,0.8241,0.2764,0.703,0.2466,0.6271,0.2329,0.6011,0.0651,0.119,0.2109,0.4793,0.3274,1.0307,0.2582,0.7346,0.243,"0.6091,"
"2026-04-13 14:50:22,589",9100,4.964e-05,8 days 5:41:43,4.336,0.116,31005.0,0.2301,0.5262,0.3214,1.0619,0.2713,0.7563,0.2512,0.6491,0.2372,0.5883,0.2309,0.5506,0.0522,0.0942,0.2911,0.7282,0.8539,2.0464,0.5505,1.1804,0.444,0.9271,0.3568,0.8148,0.3073,0.7586,0.0851,0.1551,0.2441,0.5919,0.375,1.1634,0.3196,0.8343,0.2882,0.7106,0.2646,0.6513,0.2474,0.614,0.0642,0.1098,0.2301,0.5601,0.3502,1.1001,0.284,0.7915,0.2648,"0.6756,"
"2026-04-13 14:53:58,323",9150,4.964e-05,8 days 5:32:15,4.315,0.112,31005.0,0.2576,0.5181,0.3236,1.0478,0.281,0.7567,0.2701,0.651,0.2618,0.5807,0.2601,0.5454,0.0507,0.0952,0.2788,0.6989,0.8856,2.1726,0.5446,1.2112,0.4306,0.9254,0.3384,0.8091,0.2903,0.7485,0.0821,0.1541,0.2412,0.6023,0.3643,1.2354,0.3023,0.8921,0.2712,0.7532,0.2507,0.6717,0.2407,0.6348,0.0631,0.1198,0.2283,0.5626,0.3128,1.0878,0.273,0.7963,0.2522,"0.6922,"
"2026-04-13 14:57:34,564",9200,4.963e-05,8 days 5:23:15,4.324,0.112,31005.0,0.2352,0.5083,0.3073,1.0478,0.2565,0.7694,0.2527,0.63,0.2382,0.567,0.2382,0.5311,0.0519,0.0901,0.2816,0.6705,0.8379,1.9736,0.5174,1.0948,0.3969,0.854,0.3222,0.7494,0.284,0.7005,0.0908,0.1639,0.2298,0.5244,0.3786,1.1002,0.2961,0.7843,0.2669,0.6479,0.2414,0.5755,0.2347,0.5472,0.0652,0.1109,0.2088,0.505,0.3167,1.0169,0.2555,0.7335,0.2402,"0.6199,"
"2026-04-13 15:01:11,058",9250,4.963e-05,8 days 5:14:34,4.33,0.114,31005.0,0.2096,0.5236,0.3003,1.0463,0.265,0.7551,0.2393,0.6407,0.218,0.5849,0.2088,0.5531,0.0509,0.0914,0.2828,0.7544,0.9494,2.1909,0.5808,1.237,0.4528,0.9526,0.3539,0.8302,0.3066,0.7766,0.0913,0.1622,0.2151,0.5961,0.3618,1.1581,0.2944,0.8313,0.2628,0.7096,0.2345,0.6551,0.2145,0.6198,0.0651,0.1146,0.2048,0.5402,0.3199,1.0433,0.2587,0.7626,0.238,"0.6431,"
"2026-04-13 15:04:46,664",9300,4.962e-05,8 days 5:05:25,4.312,0.111,31005.0,0.2018,0.5581,0.297,1.074,0.2452,0.7849,0.2242,0.6724,0.2074,0.6175,0.1999,0.5907,0.0507,0.0895,0.3035,0.7675,0.8975,2.1207,0.5595,1.2264,0.4456,0.9807,0.3632,0.8598,0.3187,0.8054,0.0912,0.1627,0.2347,0.5874,0.3673,1.1726,0.3076,0.8563,0.2758,0.7199,0.2557,0.6507,0.2389,0.6129,0.0641,0.1093,0.2015,0.5472,0.3321,1.0709,0.265,0.7958,0.2487,"0.6637,"
"2026-04-13 15:08:21,865",9350,4.962e-05,8 days 4:56:10,4.305,0.116,31005.0,0.2072,0.4875,0.2849,0.9453,0.2409,0.7024,0.2183,0.5868,0.211,0.541,0.2112,0.5027,0.0496,0.0921,0.2835,0.704,0.9251,2.1517,0.5742,1.1859,0.4453,0.9009,0.3449,0.7935,0.2924,0.7422,0.0895,0.1577,0.2339,0.5497,0.367,1.076,0.2943,0.786,0.2727,0.6635,0.2443,0.601,0.2282,0.5709,0.0641,0.1137,0.1973,0.4781,0.3043,0.9333,0.252,0.6816,0.222,"0.5865,"
"2026-04-13 15:11:57,137",9400,4.962e-05,8 days 4:47:05,4.305,0.109,31005.0,0.2036,0.5204,0.3024,1.0799,0.251,0.7744,0.2244,0.6334,0.2136,0.5746,0.207,0.5438,0.0496,0.0859,0.2667,0.6858,0.8666,2.0365,0.5227,1.1279,0.4174,0.8794,0.332,0.7709,0.2885,0.7108,0.0858,0.1561,0.1937,0.4999,0.3454,1.0632,0.2644,0.7435,0.2311,0.6224,0.2095,0.5575,0.2011,0.5272,0.0624,0.1068,0.1726,0.467,0.2599,0.9058,0.2155,0.6539,0.1948,"0.5690,"
"2026-04-13 15:15:32,905",9450,4.961e-05,8 days 4:38:25,4.315,0.112,31005.0,0.2105,0.4972,0.2901,1.0052,0.2443,0.7339,0.2366,0.6207,0.225,0.5561,0.2161,0.5239,0.0505,0.0937,0.2822,0.6784,0.885,2.0761,0.5238,1.1764,0.4188,0.9133,0.3441,0.7939,0.3003,0.7182,0.0836,0.1507,0.2196,0.5445,0.371,1.1249,0.2922,0.8193,0.2646,0.6727,0.2357,0.5942,0.2263,0.5678,0.0615,0.1108,0.2063,0.4959,0.3031,0.9595,0.2432,0.724,0.2336,"0.6028,"
"2026-04-13 15:19:07,798",9500,4.961e-05,8 days 4:29:22,4.298,0.113,31005.0,0.2259,0.5672,0.3014,1.0639,0.2614,0.776,0.2457,0.664,0.2361,0.6253,0.2275,0.5891,0.0517,0.0883,0.3061,0.7446,0.9142,2.2322,0.5722,1.2648,0.4632,0.9533,0.3809,0.8338,0.33,0.7646,0.0846,0.1468,0.2114,0.5504,0.3829,1.1272,0.2962,0.8107,0.2542,0.6825,0.2218,0.6191,0.2088,0.5801,0.0612,0.1031,0.1921,0.5117,0.2994,0.9859,0.24,0.7324,0.2256,"0.6116,"
"2026-04-13 15:22:43,330",9550,4.96e-05,8 days 4:20:48,4.31,0.119,31005.0,0.2189,0.5496,0.308,1.0736,0.2686,0.7749,0.2504,0.6689,0.2306,0.6049,0.2242,0.5658,0.055,0.0983,0.2777,0.7013,0.8962,2.1271,0.564,1.1762,0.4306,0.9239,0.3461,0.7868,0.297,0.7279,0.0882,0.1657,0.2149,0.534,0.3727,1.0905,0.2937,0.7985,0.2672,0.6667,0.2289,0.6027,0.219,0.5632,0.0653,0.1243,0.2122,0.5084,0.3132,0.9673,0.249,0.7389,0.2354,"0.6253,"
"2026-04-13 15:26:16,918",9600,4.96e-05,8 days 4:11:12,4.272,0.113,31005.0,0.2198,0.487,0.2968,1.0094,0.2509,0.7374,0.2357,0.61,0.2269,0.5504,0.2219,0.5117,0.0504,0.0952,0.2786,0.706,0.8894,2.1248,0.5318,1.1976,0.4206,0.9107,0.3352,0.7953,0.2904,0.7389,0.0845,0.1585,0.2165,0.5487,0.3637,1.0652,0.2866,0.7757,0.2609,0.6533,0.2387,0.6136,0.2215,0.5706,0.062,0.1174,0.2105,0.5016,0.3066,0.9832,0.2542,0.7122,0.2367,"0.6070,"
"2026-04-13 15:29:50,923",9650,4.959e-05,8 days 4:01:58,4.28,0.108,31005.0,0.2058,0.5103,0.3135,1.0053,0.252,0.7506,0.237,0.6186,0.2238,0.5747,0.2111,0.5339,0.0523,0.0949,0.2853,0.7486,0.8657,2.0909,0.5437,1.1976,0.4368,0.9456,0.3433,0.8413,0.3036,0.7835,0.0972,0.1749,0.2193,0.5562,0.3678,1.0482,0.2916,0.7777,0.2632,0.651,0.2377,0.6071,0.2236,0.5749,0.0674,0.1264,0.1936,0.5262,0.2949,0.9699,0.2456,0.7369,0.229,"0.6284,"
"2026-04-13 15:33:26,783",9700,4.959e-05,8 days 3:53:58,4.317,0.119,31005.0,0.2248,0.4927,0.3092,1.0326,0.2677,0.7389,0.2474,0.6139,0.2237,0.56,0.2208,0.5193,0.0519,0.086,0.3177,0.7229,0.8959,2.0805,0.578,1.1701,0.4578,0.9263,0.3746,0.8193,0.3256,0.7613,0.091,0.1575,0.2338,0.568,0.3964,1.1288,0.3206,0.8031,0.2809,0.6726,0.2572,0.629,0.2359,0.5958,0.067,0.1116,0.2241,0.502,0.3347,1.0418,0.2745,0.7457,0.2543,"0.6263,"
"2026-04-13 15:37:02,062",9750,4.959e-05,8 days 3:45:44,4.306,0.115,31005.0,0.2026,0.5015,0.278,1.0258,0.2338,0.7391,0.2219,0.6227,0.2116,0.5639,0.203,0.5276,0.0516,0.0891,0.2819,0.7748,0.8623,2.1284,0.5336,1.211,0.4239,0.9588,0.3531,0.855,0.3006,0.7992,0.092,0.1626,0.2134,0.6214,0.352,1.1456,0.2847,0.8613,0.2647,0.7332,0.2401,0.6685,0.215,0.6443,0.0667,0.1157,0.192,0.55,0.2972,1.0428,0.246,0.7878,0.2244,"0.6633,"
"2026-04-13 15:40:36,908",9800,4.958e-05,8 days 3:37:19,4.296,0.111,31005.0,0.243,0.5662,0.3461,1.1349,0.2946,0.8302,0.28,0.6923,0.258,0.6346,0.2416,0.5929,0.051,0.0968,0.3152,0.7606,0.935,2.1292,0.5906,1.2261,0.464,0.9643,0.3829,0.8474,0.3332,0.7898,0.0915,0.1755,0.2365,0.6164,0.387,1.1218,0.3161,0.8238,0.2843,0.7102,0.2542,0.6572,0.2432,0.6295,0.064,0.1174,0.2346,0.5678,0.3448,1.0861,0.2884,0.7961,0.2637,"0.6709,"
"2026-04-13 15:44:11,653",9850,4.958e-05,8 days 3:28:59,4.295,0.121,31005.0,0.2052,0.4854,0.2979,1.0052,0.2444,0.7313,0.2284,0.6001,0.2136,0.5446,0.2038,0.5083,0.052,0.0975,0.2887,0.7119,0.8892,2.1336,0.5453,1.2118,0.4336,0.9045,0.34,0.8073,0.3019,0.7429,0.09,0.169,0.2136,0.5528,0.358,1.1057,0.2839,0.8025,0.2577,0.6789,0.2316,0.6104,0.2145,0.5758,0.0637,0.1196,0.2044,0.4678,0.2966,0.961,0.2411,0.6958,0.2267,"0.5698,"
"2026-04-13 15:47:45,628",9900,4.957e-05,8 days 3:20:19,4.279,0.113,31005.0,0.2514,0.5381,0.322,1.0387,0.283,0.7604,0.2672,0.6398,0.2499,0.585,0.249,0.5629,0.0518,0.091,0.2963,0.7011,0.9108,2.0472,0.5664,1.1264,0.4409,0.869,0.3415,0.7756,0.3099,0.73,0.0867,0.1617,0.2419,0.5481,0.3822,1.1044,0.3062,0.7851,0.2819,0.6748,0.2606,0.6049,0.2496,0.5748,0.0668,0.1151,0.2319,0.5374,0.343,1.0348,0.2859,0.7582,0.2574,"0.6416,"
"2026-04-13 15:51:20,833",9950,4.957e-05,8 days 3:12:26,4.304,0.119,31005.0,0.1943,0.5081,0.2822,0.9777,0.2373,0.7279,0.2143,0.6169,0.201,0.5626,0.1931,0.5396,0.0511,0.0936,0.2475,0.6479,0.8401,2.0195,0.495,1.098,0.3867,0.8338,0.3047,0.727,0.2629,0.6786,0.0836,0.1475,0.1881,0.4944,0.321,0.974,0.2519,0.713,0.2293,0.6062,0.2016,0.5445,0.1908,0.5191,0.0611,0.1076,0.1929,0.4574,0.2605,0.9194,0.224,0.6692,0.2128,"0.5593,"
"2026-04-13 15:54:55,012",10000,4.956e-05,8 days 3:04:03,4.283,0.11,31005.0,0.2369,0.543,0.322,1.0471,0.274,0.7746,0.257,0.6595,0.2496,0.6029,0.2391,0.5691,0.0523,0.0903,0.3043,0.7625,0.9132,2.1935,0.5707,1.2707,0.4598,0.9716,0.3706,0.8561,0.3239,0.7998,0.0896,0.1555,0.2441,0.6073,0.3796,1.2138,0.3122,0.8804,0.2873,0.7465,0.2573,0.669,0.2494,0.6305,0.0663,0.1162,0.2194,0.5513,0.3419,1.0704,0.2721,0.7873,0.2539,"0.6730,"
"2026-04-13 15:58:30,398",10050,4.956e-05,8 days 2:56:28,4.308,0.123,31005.0,0.2148,0.4992,0.2949,1.0279,0.2499,0.7299,0.234,0.6157,0.2234,0.5508,0.2161,0.5203,0.0512,0.0979,0.3044,0.7408,0.8775,2.1021,0.5647,1.1833,0.4476,0.9112,0.362,0.8217,0.3207,0.7683,0.0929,0.1776,0.2205,0.519,0.3733,1.0446,0.298,0.7617,0.2692,0.6359,0.2357,0.5803,0.2226,0.5419,0.0626,0.1215,0.2003,0.482,0.3105,0.9545,0.2611,0.7053,0.2324,"0.5848,"
"2026-04-13 16:02:06,175",10100,4.956e-05,8 days 2:49:09,4.315,0.154,31005.0,0.2468,0.5069,0.3268,1.0001,0.2916,0.7267,0.2628,0.6312,0.2508,0.5638,0.2454,0.5309,0.0512,0.0983,0.3295,0.7801,0.9131,2.2651,0.6053,1.2632,0.4761,1.0,0.3956,0.8795,0.3471,0.8163,0.0934,0.1698,0.2603,0.5878,0.4146,1.2196,0.3452,0.8657,0.3122,0.7151,0.2829,0.6459,0.2669,0.6122,0.0665,0.1201,0.2395,0.5238,0.3482,1.0932,0.2918,0.7787,0.2696,"0.6418,"
"2026-04-13 16:05:39,878",10150,4.955e-05,8 days 2:40:50,4.275,0.133,31005.0,0.2235,0.505,0.3042,1.0227,0.2618,0.7352,0.2529,0.6089,0.2313,0.5659,0.2243,0.5291,0.0529,0.0986,0.305,0.769,0.9367,2.1464,0.5901,1.2533,0.4565,0.9755,0.3564,0.8761,0.314,0.8082,0.0913,0.1777,0.2477,0.6233,0.3939,1.1621,0.3326,0.8586,0.2905,0.7526,0.2676,0.6781,0.2516,0.647,0.067,0.1203,0.2364,0.5719,0.3394,1.026,0.2855,0.7741,0.2688,"0.6705,"
"2026-04-13 16:09:14,093",10200,4.955e-05,8 days 2:32:51,4.284,0.14,31005.0,0.2167,0.4414,0.3127,0.9717,0.2539,0.6643,0.2424,0.5585,0.2324,0.5,0.2194,0.4688,0.0509,0.0869,0.3058,0.7491,0.8818,2.0906,0.5692,1.1653,0.4537,0.9162,0.3699,0.8334,0.3253,0.7733,0.0998,0.1681,0.2291,0.5469,0.3992,1.1487,0.3243,0.7945,0.2894,0.6703,0.2534,0.6085,0.2311,0.578,0.0688,0.1106,0.2272,0.5066,0.3312,1.0108,0.2825,0.7279,0.2637,"0.6156,"
"2026-04-13 16:12:48,011",10250,4.954e-05,8 days 2:24:49,4.278,0.114,31005.0,0.2088,0.4375,0.2963,0.9232,0.2587,0.6568,0.238,0.5335,0.2201,0.4851,0.2108,0.4598,0.0489,0.0911,0.3171,0.6673,0.8054,1.8781,0.5281,1.0884,0.4425,0.8385,0.3736,0.7408,0.3301,0.6954,0.0868,0.1562,0.2334,0.5046,0.3696,1.0378,0.3008,0.7233,0.2706,0.6225,0.2456,0.5597,0.2357,0.5292,0.0606,0.1115,0.2066,0.4353,0.3011,0.8438,0.2575,0.6255,0.2427,"0.5368,"
"2026-04-13 16:16:22,799",10300,4.954e-05,8 days 2:17:19,4.296,0.111,31005.0,0.2078,0.452,0.2934,0.9237,0.2501,0.6692,0.2322,0.5568,0.2207,0.5016,0.2113,0.4738,0.0495,0.0894,0.3211,0.7489,0.8899,2.0526,0.5483,1.201,0.456,0.9229,0.3784,0.8208,0.3367,0.7746,0.0947,0.1665,0.2439,0.5942,0.4111,1.1529,0.3149,0.8262,0.2824,0.7066,0.258,0.6443,0.2509,0.6159,0.0681,0.1156,0.2309,0.5215,0.3367,1.0094,0.2779,0.7454,0.2581,"0.6330,"
"2026-04-13 16:19:56,997",10350,4.953e-05,8 days 2:09:35,4.284,0.123,31005.0,0.2341,0.491,0.336,1.0676,0.2778,0.7615,0.257,0.6114,0.239,0.5473,0.2362,0.512,0.0549,0.0972,0.2744,0.7212,0.9101,2.1237,0.5629,1.2302,0.4288,0.9306,0.3353,0.8152,0.2849,0.7577,0.0917,0.17,0.2255,0.5785,0.3722,1.0959,0.2926,0.8091,0.2711,0.6858,0.2435,0.6268,0.2316,0.5911,0.0669,0.118,0.211,0.5076,0.3094,1.0011,0.2508,0.7405,0.2289,"0.6379,"
"2026-04-13 16:23:30,528",10400,4.953e-05,8 days 2:01:35,4.27,0.126,31005.0,0.2352,0.5258,0.3163,1.0364,0.2737,0.7489,0.2591,0.646,0.2431,0.5857,0.234,0.5464,0.0503,0.0989,0.3314,0.7155,0.9034,2.085,0.5928,1.1725,0.4629,0.9379,0.3874,0.811,0.3404,0.7535,0.0917,0.1696,0.2603,0.5652,0.4102,1.193,0.3248,0.8313,0.2989,0.6869,0.2775,0.6327,0.2629,0.5945,0.0653,0.1279,0.2456,0.5079,0.3546,1.0212,0.2914,0.7471,0.271,"0.6238,"
"2026-04-13 16:27:06,178",10450,4.952e-05,8 days 1:54:45,4.313,0.133,31005.0,0.2153,0.5077,0.2873,0.9924,0.253,0.7384,0.2349,0.6214,0.2215,0.5736,0.2171,0.531,0.0541,0.0951,0.2923,0.7329,0.9039,2.0752,0.5634,1.1896,0.4424,0.9429,0.3582,0.8357,0.312,0.7687,0.0945,0.17,0.2286,0.5952,0.3872,1.1202,0.3071,0.8068,0.2755,0.712,0.2516,0.6576,0.2364,0.6136,0.0701,0.1179,0.2183,0.5485,0.3254,1.0362,0.2629,0.7646,0.2479,"0.6713,"
"2026-04-13 16:32:06,586",10500,4.952e-05,8 days 2:30:16,6.009,1.852,31005.0,0.2142,0.4612,0.2996,0.9434,0.2672,0.6604,0.2434,0.5619,0.2194,0.5124,0.2125,0.4834,0.0522,0.0957,0.2528,0.6275,0.8427,1.9964,0.4997,1.1,0.4161,0.8236,0.3113,0.7244,0.2634,0.668,0.0832,0.1547,0.2159,0.4989,0.3574,1.0628,0.2877,0.7381,0.2575,0.6255,0.2295,0.5542,0.2156,0.5235,0.0608,0.1133,0.1915,0.4411,0.2814,0.9069,0.2338,0.6553,0.2189,"0.5422,"
"2026-04-13 16:35:40,817",10550,4.952e-05,8 days 2:22:26,4.284,0.11,31005.0,0.1905,0.4735,0.2649,0.9583,0.232,0.6943,0.2179,0.5869,0.1963,0.5231,0.1926,0.5003,0.0509,0.0853,0.2874,0.7248,0.8558,2.0388,0.5501,1.1482,0.4164,0.9143,0.3394,0.8001,0.2987,0.752,0.092,0.1525,0.2214,0.5438,0.3584,1.0971,0.2956,0.7627,0.2704,0.6566,0.2407,0.5924,0.2223,0.5627,0.0637,0.1052,0.1831,0.4383,0.2812,0.8669,0.2337,0.6407,0.2119,"0.5342,"
"2026-04-13 16:39:17,143",10600,4.951e-05,8 days 2:15:43,4.327,0.128,31005.0,0.2226,0.5144,0.2977,1.0961,0.2677,0.7797,0.2484,0.6326,0.2335,0.5767,0.2267,0.536,0.0541,0.1,0.2961,0.7765,0.8773,2.1834,0.5536,1.2455,0.4399,1.0053,0.3553,0.8887,0.3037,0.8196,0.0991,0.1741,0.2382,0.6071,0.3745,1.1759,0.3,0.8555,0.2748,0.7416,0.2569,0.6736,0.2412,0.6301,0.0702,0.1263,0.2238,0.5633,0.3071,1.0325,0.2569,0.7931,0.241,"0.6819,"
"2026-04-13 16:42:55,326",10650,4.951e-05,8 days 2:09:57,4.363,0.154,31005.0,0.2059,0.5153,0.2935,1.05,0.2385,0.75,0.224,0.6317,0.2083,0.5741,0.202,0.5413,0.0519,0.0921,0.2539,0.7012,0.8405,2.101,0.4985,1.1877,0.3907,0.9261,0.3154,0.7966,0.261,0.7369,0.0882,0.1545,0.2093,0.5463,0.3475,1.1093,0.2734,0.7815,0.2437,0.6744,0.2261,0.6014,0.2128,0.5665,0.0659,0.1079,0.1897,0.521,0.2897,1.0283,0.239,0.7478,0.2181,"0.6357,"
"2026-04-13 16:46:31,585",10700,4.95e-05,8 days 2:03:18,4.325,0.105,31005.0,0.2121,0.4717,0.293,0.9494,0.2445,0.6898,0.2353,0.5849,0.2205,0.5308,0.2155,0.5005,0.0488,0.0932,0.2808,0.7255,0.8325,2.0584,0.5001,1.1763,0.4115,0.9111,0.3279,0.8111,0.2949,0.7545,0.0916,0.1566,0.2077,0.5432,0.355,1.0491,0.2738,0.7607,0.2432,0.6538,0.2204,0.5932,0.212,0.5644,0.0633,0.1138,0.2025,0.4777,0.2908,0.9525,0.2376,0.7033,0.2219,"0.5793,"
"2026-04-13 16:50:06,967",10750,4.95e-05,8 days 1:56:17,4.307,0.11,31005.0,0.2088,0.4833,0.3,0.9824,0.2487,0.7178,0.2334,0.6015,0.2219,0.5438,0.2093,0.5072,0.0533,0.096,0.338,0.8197,0.946,2.2205,0.6095,1.2657,0.4847,1.0274,0.4007,0.904,0.3548,0.8455,0.0939,0.1662,0.241,0.6275,0.3956,1.205,0.315,0.8707,0.2874,0.7417,0.2615,0.6833,0.2459,0.6436,0.0691,0.1214,0.2153,0.5347,0.3292,1.0308,0.2744,0.7668,0.2521,"0.6532,"
"2026-04-13 16:53:41,183",10800,4.949e-05,8 days 1:48:48,4.285,0.109,31005.0,0.2096,0.4789,0.2895,0.9739,0.2422,0.6871,0.229,0.5806,0.2192,0.5287,0.2112,0.4952,0.0498,0.0884,0.2973,0.738,0.8858,2.1148,0.5489,1.2082,0.4391,0.9271,0.3437,0.8452,0.3091,0.7742,0.0897,0.1578,0.2105,0.5465,0.3557,1.1031,0.2902,0.793,0.2656,0.6577,0.2363,0.6045,0.2124,0.5728,0.0641,0.1135,0.2056,0.4726,0.3037,0.9313,0.2516,0.6949,0.2335,"0.5845,"
"2026-04-13 16:57:16,673",10850,4.949e-05,8 days 1:41:58,4.31,0.114,31005.0,0.189,0.485,0.2526,0.9139,0.2205,0.6844,0.21,0.5883,0.1978,0.5437,0.1886,0.5122,0.0506,0.0925,0.2514,0.6737,0.8213,1.9699,0.5214,1.0975,0.392,0.8514,0.3086,0.7516,0.2613,0.7021,0.0928,0.1704,0.1793,0.5233,0.3334,0.9868,0.2533,0.7188,0.2285,0.6108,0.2041,0.5717,0.1847,0.5476,0.0641,0.1138,0.1851,0.4979,0.265,0.9442,0.2252,0.7087,0.2139,"0.6005,"
"2026-04-13 17:00:51,077",10900,4.948e-05,8 days 1:34:42,4.288,0.107,31005.0,0.2567,0.4865,0.3512,0.9975,0.3062,0.7525,0.2905,0.624,0.2712,0.5517,0.2577,0.5136,0.0507,0.0897,0.2935,0.6783,0.8447,2.0703,0.5327,1.1743,0.4102,0.9043,0.337,0.7716,0.3087,0.7084,0.0923,0.164,0.2329,0.5184,0.373,1.0918,0.2961,0.7737,0.2702,0.6377,0.2508,0.5657,0.2345,0.5477,0.0626,0.1097,0.2254,0.4638,0.3255,0.9808,0.2681,0.712,0.2562,"0.5892,"
